#
#   VizieR Astronomical Server vizier.cfa.harvard.edu
#    Date: 2018-09-13T21:38:06 [V1.99+ (14-Oct-2013)]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	votable-version=1.99+ (14-Oct-2013)
#INFO	-ref=VIZ5b9ad8a317a66
#INFO	-out.max=unlimited
#INFO	queryParameters=33
#-oc.form=dec
#-out.max=unlimited
#-nav=cat:J/AJ/141/166&tab:{J/AJ/141/166/vars}&key:source=J/AJ/141/166/vars&HTTPPRM:&
#-c.eq=J2000
#-c.r=  2
#-c.u=arcmin
#-c.geom=r
#-source=J/AJ/141/166/vars
#-order=I
#-out=HAT
#-out=n_HAT
#-out=pmRA
#-out=pmDE
#-out=Jmag
#-out=Hmag
#-out=Kmag
#-out=Vmag
#-out=r_Vmag
#-out=Pe
#-out=dR.e1
#-out=dR.e2
#-out=Qe
#-out=Pt
#-out=dR.t1
#-out=dR.t2
#-out=Qt
#-out=N
#-out=2M
#2M=2M
#-out=Simbad
#Simbad=Simbad
#-out=RAJ2000
#-out=DEJ2000
#

#RESOURCE=yCat_51410166
#Name: J/AJ/141/166
#Title: HATNet variability survey of K and M dwarfs (Hartman+, 2011)
#Table	J_AJ_141_166_vars:
#Name: J/AJ/141/166/vars
#Title: Catalog of periodic variables (table6)
#Column	HAT	(A11)	HAT designation (FFF-NNNNNNN)	[ucd=meta.id,meta.main]
#Column	n_HAT	(A1)	Simbad column added by the CDS	[ucd=meta.ref.url]
#Column	pmRA	(F8.2)	PPMX Proper motion in Right Ascension	[ucd=pos.pm,pos.eq.ra]
#Column	pmDE	(F8.2)	PPMX Proper motion in Declination	[ucd=pos.pm,pos.eq.dec]
#Column	Jmag	(F7.3)	2MASS J apparent magnitude	[ucd=phot.mag,em.IR.J]
#Column	Hmag	(F7.3)	2MASS H apparent magnitude	[ucd=phot.mag,em.IR.H]
#Column	Kmag	(F7.3)	2MASS Ks apparent magnitude	[ucd=phot.mag,em.IR.K]
#Column	Vmag	(F7.3)	Magnitude (apparent) in V filter	[ucd=phot.mag,em.opt.V]
#Column	r_Vmag	(I1)	[0/2] Source for Vmag (G1)	[ucd=meta.ref,pos.frame]
#Column	Pe	(F10.6)	? Period from AH applied to the EPD light curves (1)	[ucd=time.period]
#Column	dR.e1	(F6.3)	? R Amplitude of EPD lc phased at Pe (2)	[ucd=phot.mag,em.opt.R]
#Column	dR.e2	(F6.3)	? R Amplitude of TFA lc phased at Pe (2)	[ucd=phot.mag,em.opt.R]
#Column	Qe	(I1)	[0/2] Quality flag for AH/EPD (3)	[ucd=meta.code.qual]
#Column	Pt	(F10.6)	? Period from AH applied to the TFA light curves (1)	[ucd=time.period]
#Column	dR.t1	(F6.3)	? R Amplitude of EPD lc phased at Pt (2)	[ucd=phot.mag,em.opt.R]
#Column	dR.t2	(F6.3)	? R Amplitude of TFA lc phased at Pt (2)	[ucd=phot.mag,em.opt.R]
#Column	Qt	(I1)	[0/2] Quality flag for AH/TFA, 0=ok (3)	[ucd=meta.code.qual]
#Column	N	(I2)	Number of other 2MASS sources within 30" of the source	[ucd=meta.number]
#Column	2M	(A2)	Display details of the 2MASS data (Cutri et al. 2003, Cat. II/246)	[ucd=meta.ref.url]
#Column	Simbad	(a6)	Simbad column added by the CDS	[ucd=meta.ref]
#Column	RAJ2000	(A11)	2MASS Right Ascension J2000	[ucd=pos.eq.ra,meta.main]
#Column	DEJ2000	(A11)	2MASS Declination J2000	[ucd=pos.eq.dec,meta.main]
# , ,mas/yr,mas/yr,mag,mag,mag,mag, ,d,mag,mag, ,d,mag,mag, , , , ,"h:m:s","d:m:s"
#-----------,-,--------,--------,-------,-------,-------,-------,-,----------,------,------,-,----------,------,------,-,--,--,------,-----------,-----------
HAT,n_HAT,pmRA,pmDE,Jmag,Hmag,Kmag,Vmag,r_Vmag,Pe,dR.e1,dR.e2,Qe,Pt,dR.t1,dR.t2,Qt,N,2M,Simbad,RAJ2000,DEJ2000
186-0002478, , -258.84,  -47.73, 11.507, 10.894, 10.654, 14.981,1, 53.321772,      ,      ,1,          ,      ,      ,2, 0,2M,Simbad,12 38 42.88,+38 14 55.0
186-0002571, ,  -55.10,  -79.07, 11.670, 11.006, 10.876, 14.397,1, 13.912208,      ,      ,0,          ,      ,      ,2, 0,2M,Simbad,12 34 34.57,+39 26 02.9
186-0003224, ,  -51.94,   -6.37, 11.903, 11.265, 11.050, 14.867,1, 38.397527,      ,      ,1,          ,      ,      ,2, 1,2M,Simbad,12 32 49.76,+37 56 41.2
187-0000205, ,  -72.19, -337.60,  8.112,  7.524,  7.346, 11.269,0,          ,      ,      ,2, 50.071122,      ,      ,1, 1,2M,Simbad,13 17 58.40,+36 17 57.4
187-0000234, , -306.96, -195.58,  8.216,  7.606,  7.354, 11.615,0,          ,      ,      ,2, 38.934616,      ,      ,1, 2,2M,Simbad,13 05 29.85,+37 08 10.7
187-0000461, , -192.44,  -65.01,  9.260,  8.642,  8.507, 12.094,0,          ,      ,      ,2, 22.321943,      ,      ,0, 0,2M,Simbad,13 19 48.62,+35 17 15.6
187-0000653,X,  -16.71,  -47.80,  9.642,  9.042,  8.851, 11.876,0,          ,      ,      ,2,  0.599018,      ,      ,0, 0,2M,Simbad,13 21 24.32,+39 16 56.9
187-0000728,X, -153.25,  -26.91,  9.713,  9.146,  8.887, 13.850,1,  3.097910,      ,      ,0,  3.100456,      ,      ,1, 1,2M,Simbad,13 34 51.47,+37 46 19.6
187-0001012, , -180.43,   77.06, 10.310,  9.700,  9.527, 12.597,0,          ,      ,      ,2,  0.622394,      ,      ,0, 1,2M,Simbad,13 14 15.73,+38 13 10.2
187-0001136, ,  -52.63,   38.91, 10.425,  9.779,  9.605, 13.101,1,          ,      ,      ,2, 19.883977,      ,      ,1, 0,2M,Simbad,13 12 27.40,+34 25 56.6
187-0001379, ,  -57.29,    9.50, 10.620, 10.026,  9.761, 13.968,1,          ,      ,      ,2, 12.354606,      ,      ,0, 1,2M,Simbad,13 15 26.03,+36 10 37.2
187-0001674,X,  -60.98,  -13.35, 10.861, 10.209,  9.976, 13.954,1, 15.492363,      ,      ,0, 15.363626,      ,      ,0, 0,2M,Simbad,13 33 32.92,+36 41 44.9
187-0001931, ,   32.52,  -22.72, 11.205, 10.574, 10.419, 13.598,1,          ,      ,      ,2, 14.769821,      ,      ,0, 0,2M,Simbad,13 33 25.66,+36 50 08.4
187-0002440, ,  -29.67,   -7.09, 11.446, 10.782, 10.592, 15.033,1,          ,      ,      ,2,  1.708238,      ,      ,0, 0,2M,Simbad,13 13 58.13,+40 27 08.1
187-0002449, ,  -46.85,   -9.33, 11.540, 10.979, 10.774, 13.794,1,          ,      ,      ,2,  1.702965,      ,      ,0, 1,2M,Simbad,13 06 55.92,+36 57 08.3
187-0003801, ,   -7.83,  -35.75, 12.110, 11.442, 11.249, 14.929,1,          ,      ,      ,2,  4.762655,      ,      ,0, 0,2M,Simbad,13 26 32.00,+38 03 13.2
187-0004817, ,  -34.61,   -5.47, 12.599, 11.995, 11.833, 14.473,1, 10.234118,      ,      ,0, 10.212621,      ,      ,0, 0,2M,Simbad,13 31 54.31,+38 33 44.6
187-0017588, ,   94.75, -119.50,  9.306,  8.630,  8.505, 12.057,1,          ,      ,      ,2, 18.651537,      ,      ,0, 1,2M,Simbad,13 17 16.30,+35 53 23.9
188-0000203, , -262.92,  110.64,  8.170,  7.563,  7.393, 10.634,0,          ,      ,      ,2,  8.369033,      ,      ,0, 1,2M,Simbad,14 04 18.49,+40 21 01.8
188-0000323, ,  -64.10,   45.68,  8.696,  8.026,  7.815, 12.358,1,          ,      ,      ,2, 41.237097,      ,      ,1, 2,2M,Simbad,13 49 04.54,+40 08 18.5
188-0000529, , -461.37,   58.25,  9.299,  8.697,  8.422, 11.991,2,          ,      ,      ,2, 72.176774,      ,      ,1, 0,2M,Simbad,13 50 51.82,+36 44 16.9
188-0000888, ,  -91.30,   -0.86, 10.099,  9.462,  9.317, 12.847,1,          ,      ,      ,2, 24.909766,      ,      ,1, 1,2M,Simbad,14 04 40.84,+37 25 40.2
188-0001241, ,  -98.62,   26.42, 10.505,  9.868,  9.698, 12.802,1,          ,      ,      ,2, 14.395159,      ,      ,0, 0,2M,Simbad,13 36 48.34,+37 34 48.9
188-0001348, ,   61.64,  -51.78, 10.523,  9.862,  9.648, 13.623,1, 13.113888,      ,      ,0, 12.930610,      ,      ,0, 0,2M,Simbad,13 59 18.20,+35 53 33.3
188-0001390,X, -109.84,  -41.12, 10.572,  9.974,  9.717, 14.647,1,  0.475381,      ,      ,0,  0.475376,      ,      ,0, 0,2M,Simbad,13 55 00.18,+35 24 28.6
188-0001516, ,   65.08,  -53.25, 10.738, 10.146,  9.913, 14.152,1,          ,      ,      ,2, 22.498391,      ,      ,0, 0,2M,Simbad,13 54 34.78,+40 54 01.1
188-0001579, ,   35.30,   27.86, 10.717, 10.090,  9.823, 15.276,1,          ,      ,      ,2,  0.381368,      ,      ,0, 0,2M,Simbad,13 36 00.02,+40 24 11.8
188-0001623, ,  -23.44,  -50.00, 10.755, 10.066,  9.848, 13.885,1,  8.364244,      ,      ,0,  8.365836,      ,      ,0, 0,2M,Simbad,13 48 26.52,+36 54 37.4
188-0001767, ,   67.35, -122.20, 11.049, 10.394, 10.258, 13.663,1, 29.922197,      ,      ,1, 31.086294,      ,      ,0, 0,2M,Simbad,13 42 54.52,+34 53 27.9
188-0001786, ,  -51.26,  -27.27, 11.003, 10.353, 10.172, 13.777,1,  0.491814,      ,      ,0,  0.491823,      ,      ,0, 0,2M,Simbad,13 51 10.05,+37 17 45.3
188-0001788, ,  -60.69,   -8.46, 11.038, 10.351, 10.220, 13.623,1, 16.336019,      ,      ,0, 16.557077,      ,      ,0, 0,2M,Simbad,14 04 37.03,+39 42 01.4
188-0002037, ,  -68.33,  -21.45, 11.289, 10.676, 10.528, 13.485,1, 10.153725,      ,      ,0, 10.159593,      ,      ,0, 0,2M,Simbad,13 52 19.61,+34 58 42.8
188-0002048, ,   32.88,   34.93, 11.172, 10.571, 10.330, 14.648,1,  1.377811,      ,      ,0,  1.378467,      ,      ,0, 0,2M,Simbad,14 04 34.96,+40 22 34.4
188-0002410, ,  -38.33,  -26.15, 11.501, 10.889, 10.729, 13.808,1,  4.443230,      ,      ,0,  4.423107,      ,      ,0, 0,2M,Simbad,13 48 04.60,+39 08 02.2
188-0002611, ,   17.99,  -67.14, 11.537, 10.851, 10.687, 14.411,1,  4.236642,      ,      ,0,  4.258741,      ,      ,0, 1,2M,Simbad,14 05 43.33,+35 29 42.1
188-0003359, ,  -81.28,  -23.14, 11.944, 11.309, 11.146, 14.672,1,  6.400086,      ,      ,0,  6.399620,      ,      ,0, 2,2M,Simbad,13 44 39.12,+39 38 29.4
189-0000591,x,  -47.12,  -82.12,  9.466,  8.847,  8.642, 11.952,1,          ,      ,      ,2,  2.033064,      ,      ,0, 2,2M,Simbad,14 20 54.70,+34 59 56.5
189-0000593, , -104.28,   42.82,  9.593,  9.013,  8.858, 12.256,0,          ,      ,      ,2, 15.076078,      ,      ,0, 0,2M,Simbad,14 25 19.20,+38 15 10.9
189-0000606, ,  167.34, -149.97,  9.600,  9.012,  8.848, 11.941,0,          ,      ,      ,2, 32.760858,      ,      ,0, 1,2M,Simbad,14 27 22.84,+39 21 18.5
189-0000986, , -116.21,   72.08, 10.133,  9.556,  9.307, 13.872,1,          ,      ,      ,2, 36.818970,      ,      ,1, 1,2M,Simbad,14 10 48.07,+37 28 35.4
189-0001587, ,  -42.81,  -18.56, 10.834, 10.186, 10.011, 13.388,1,          ,      ,      ,2, 16.324633,      ,      ,0, 2,2M,Simbad,14 08 48.77,+37 07 16.4
189-0002199, , -155.24,   93.80, 11.271, 10.717, 10.461, 14.134,1,          ,      ,      ,2,  3.206709,      ,      ,0, 1,2M,Simbad,14 39 49.69,+34 10 42.2
189-0005023, ,  -57.57,    3.60, 12.509, 11.879, 11.732, 14.983,1,          ,      ,      ,2,  1.460492,      ,      ,0, 1,2M,Simbad,14 30 00.78,+38 25 34.2
190-0000764, , -104.54,   26.19,  9.740,  9.087,  8.923, 12.303,1,          ,      ,      ,2,  5.664277,      ,      ,0, 0,2M,Simbad,15 00 42.61,+35 05 16.9
190-0000825, , -233.37,   -4.87,  9.758,  9.089,  8.890, 12.879,0,          ,      ,      ,2, 33.939673,      ,      ,0, 0,2M,Simbad,14 57 00.71,+35 56 47.2
190-0000954, , -135.29,   31.80,  9.901,  9.280,  9.016, 13.710,1,          ,      ,      ,2, 49.626212,      ,      ,1, 1,2M,Simbad,15 10 44.87,+36 48 24.5
190-0001146, ,  -58.91,   11.21, 10.315,  9.673,  9.545, 12.927,1,          ,      ,      ,2, 12.925012,      ,      ,0, 1,2M,Simbad,14 40 36.28,+37 14 37.9
190-0001241, , -229.03,  145.07, 10.249,  9.639,  9.370, 14.587,0,  6.107122,      ,      ,0,  6.114907,      ,      ,0, 0,2M,Simbad,14 54 54.97,+41 08 48.1
190-0001250,X, -134.83,   75.66, 10.257,  9.647,  9.377, 14.558,1,          ,      ,      ,2,  4.169044,      ,      ,0, 0,2M,Simbad,14 59 25.08,+36 18 32.1
190-0001415, ,  -59.14,   21.98, 10.517,  9.886,  9.699, 13.145,1,          ,      ,      ,2,  9.153878,      ,      ,0, 0,2M,Simbad,14 42 20.17,+39 22 07.0
190-0001550, ,   33.46,  -15.06, 10.602,  9.964,  9.760, 13.938,1,          ,      ,      ,2, 13.325930,      ,      ,0, 0,2M,Simbad,14 41 04.36,+36 13 23.8
190-0001715, ,  -57.13,  -99.01, 10.727, 10.114,  9.871, 14.909,1,          ,      ,      ,2, 31.747864,      ,      ,1, 1,2M,Simbad,14 44 33.35,+36 42 00.2
190-0002318, ,   20.15,  -56.91, 11.101, 10.418, 10.211, 14.353,1,          ,      ,      ,2,  0.618199,      ,      ,0, 0,2M,Simbad,14 48 49.92,+35 02 38.6
190-0002471, ,  -52.97,    6.89, 11.209, 10.555, 10.342, 14.316,1,  9.667320,      ,      ,0,  9.698223,      ,      ,0, 0,2M,Simbad,14 58 29.25,+41 01 23.8
190-0002499, ,  -57.36,   12.74, 11.313, 10.707, 10.514, 14.048,1,          ,      ,      ,2,  1.230580,      ,      ,0, 1,2M,Simbad,14 57 31.90,+36 22 27.0
190-0002852, , -104.50,   41.84, 11.556, 10.924, 10.788, 14.050,1,          ,      ,      ,2,  0.844838,      ,      ,0, 1,2M,Simbad,15 11 01.53,+34 53 24.1
190-0004854, ,  -45.86,   23.88, 12.326, 11.700, 11.558, 14.452,1,          ,      ,      ,2,  1.823308,      ,      ,0, 0,2M,Simbad,15 10 51.06,+36 26 43.0
190-0005903, ,  -54.17,  -12.63, 12.581, 11.953, 11.792, 14.513,1,          ,      ,      ,2,  4.521871,      ,      ,0, 1,2M,Simbad,15 00 07.78,+37 31 25.2
191-0000279,X, -278.61,  -87.02,  8.397,  7.750,  7.593, 11.216,0,          ,      ,      ,2,  4.612256,      ,      ,0, 0,2M,Simbad,15 36 50.38,+37 34 49.6
191-0000385, ,   72.90,  -55.88,  8.816,  8.203,  8.045, 11.097,0,          ,      ,      ,2, 13.921781,      ,      ,0, 1,2M,Simbad,15 33 17.26,+39 47 37.5
191-0000442, , -122.31, -297.56,  8.941,  8.262,  8.118, 11.813,0,          ,      ,      ,2, 17.726664,      ,      ,0, 0,2M,Simbad,15 42 04.42,+34 39 02.4
191-0000506, ,  -90.29,    6.30,  9.118,  8.474,  8.312, 11.672,0,          ,      ,      ,2, 11.822467,      ,      ,0, 1,2M,Simbad,15 18 44.74,+35 56 55.5
191-0000555, , -306.34,  191.89,  9.169,  8.546,  8.320, 12.779,0,          ,      ,      ,2, 28.128675,      ,      ,0, 0,2M,Simbad,15 21 55.34,+34 04 01.4
191-0000790, , -113.87,  -90.62,  9.608,  9.026,  8.784, 13.536,1,          ,      ,      ,2,  0.178966,      ,      ,0, 0,2M,Simbad,15 23 36.60,+38 37 49.0
191-0000950, ,   64.21, -224.73,  9.733,  9.055,  8.802, 13.271,1,          ,      ,      ,2, 37.218408,      ,      ,0, 0,2M,Simbad,15 12 32.37,+38 13 36.3
191-0000992, ,   -1.01, -128.59,  9.960,  9.340,  9.165, 12.772,1,          ,      ,      ,2,  5.648825,      ,      ,0, 0,2M,Simbad,15 22 58.88,+36 44 29.2
191-0001181, ,  -68.26,   64.63, 10.140,  9.451,  9.298, 13.004,1,          ,      ,      ,2, 18.188605,      ,      ,0, 0,2M,Simbad,15 17 26.69,+38 43 20.6
191-0001402, ,  -68.99, -120.69, 10.335,  9.691,  9.472, 14.003,1,          ,      ,      ,2, 34.903154,      ,      ,1, 1,2M,Simbad,15 34 15.04,+36 03 19.1
191-0001652, , -173.90, -199.47, 10.460,  9.837,  9.537, 14.999,1,          ,      ,      ,2,  2.210311,      ,      ,0, 1,2M,Simbad,15 19 21.26,+34 03 43.2
191-0001692, ,  -77.15,  -61.33, 10.714, 10.119,  9.939, 13.566,1,          ,      ,      ,2, 34.092652,      ,      ,1, 0,2M,Simbad,15 41 17.24,+36 25 41.6
191-0001699, ,   22.49,  -20.36, 10.721, 10.081,  9.936, 13.594,1,          ,      ,      ,2,  4.265762,      ,      ,0, 0,2M,Simbad,15 37 40.14,+40 16 51.6
191-0001820, ,  -47.97,    2.81, 10.734, 10.074,  9.889, 14.319,1,          ,      ,      ,2,  0.468369,      ,      ,0, 0,2M,Simbad,15 30 47.82,+37 07 45.8
191-0002011, ,  -46.74,   35.47, 10.848, 10.190,  9.997, 14.380,1,          ,      ,      ,2,  1.630259,      ,      ,0, 0,2M,Simbad,15 39 54.68,+37 21 08.9
191-0002071, ,  -24.21,   26.54, 10.927, 10.288, 10.102, 13.863,1,          ,      ,      ,2,  1.447495,      ,      ,0, 0,2M,Simbad,15 24 19.08,+35 04 16.2
191-0002143, ,  -50.50,   17.89, 10.951, 10.313, 10.109, 14.090,1,          ,      ,      ,2, 17.828129,      ,      ,0, 0,2M,Simbad,15 28 29.55,+38 40 29.3
191-0002151,X,  -28.76,   19.97, 10.978, 10.342, 10.152, 13.800,1,          ,      ,      ,2,  0.127834,      ,      ,0, 0,2M,Simbad,15 27 48.48,+35 36 57.3
191-0002381, ,  -23.77,  -32.04, 11.175, 10.537, 10.387, 14.222,1,          ,      ,      ,2,  0.756074,      ,      ,0, 0,2M,Simbad,15 26 04.21,+37 33 11.1
191-0002595, ,  -27.16,  -25.04, 11.300, 10.713, 10.529, 13.917,1,          ,      ,      ,2,  1.714698,      ,      ,0, 0,2M,Simbad,15 18 02.28,+38 36 58.4
191-0002598, ,  -49.55,   42.26, 11.169, 10.481, 10.282, 14.117,1,          ,      ,      ,2, 17.028832,      ,      ,0, 1,2M,Simbad,15 40 38.89,+36 46 36.2
191-0003012, ,  -17.32,   36.49, 11.407, 10.836, 10.580, 15.683,1,          ,      ,      ,2,  1.360611,      ,      ,0, 0,2M,Simbad,15 32 38.20,+39 03 00.8
191-0003793, ,  -26.76,  -50.01, 11.787, 11.206, 11.001, 14.191,2,          ,      ,      ,2, 32.523304,      ,      ,1, 3,2M,Simbad,15 40 59.25,+40 07 13.5
191-0003907, ,   -7.91,  -53.28, 11.830, 11.181, 11.027, 14.211,2,          ,      ,      ,2, 61.833311,      ,      ,1, 1,2M,Simbad,15 13 27.47,+38 59 51.8
191-0006138, ,  -37.86,   -2.64, 12.331, 11.652, 11.425, 15.335,1,          ,      ,      ,2,  0.372983,      ,      ,0, 0,2M,Simbad,15 15 03.34,+36 28 20.4
191-0006153, ,   -7.23,  -43.85, 12.462, 11.797, 11.646, 15.043,1,          ,      ,      ,2, 23.327292,      ,      ,0, 1,2M,Simbad,15 37 41.65,+38 45 55.9
191-0006525, ,  -32.15,   25.04, 12.610, 12.038, 11.862, 14.717,1,          ,      ,      ,2,  6.425013,      ,      ,0, 0,2M,Simbad,15 26 12.15,+33 52 04.8
191-0007367,x,    6.12,  -36.45, 12.698, 12.031, 11.865, 15.204,1,          ,      ,      ,2,  0.622265,      ,      ,0, 0,2M,Simbad,15 30 44.95,+35 47 30.2
192-0000391,X,   98.26,    1.53,  8.563,  7.902,  7.736, 10.923,0,          ,      ,      ,2,  0.741139,      ,      ,0, 2,2M,Simbad,16 07 13.97,+34 01 36.1
192-0000422, , -276.50,  -90.12,  8.598,  8.004,  7.752, 12.333,0,          ,      ,      ,2, 24.948098,      ,      ,0, 0,2M,Simbad,16 13 56.31,+33 46 24.4
192-0000443, , -130.84,  315.80,  8.694,  8.100,  7.869, 12.423,1,          ,      ,      ,2, 57.216476,      ,      ,1, 0,2M,Simbad,15 58 18.83,+35 24 23.7
192-0000485, ,   80.11,  -63.32,  8.809,  8.153,  7.984, 12.917,1,          ,      ,      ,2, 59.770727,      ,      ,1, 0,2M,Simbad,15 58 45.68,+34 48 54.9
192-0000570,X, -231.44,  164.18,  8.928,  8.263,  8.041, 13.739,1,          ,      ,      ,2,  3.520928,      ,      ,0, 1,2M,Simbad,15 55 31.78,+35 12 02.9
192-0000571,X,   63.68,  -71.22,  9.001,  8.351,  8.166, 11.813,1,          ,      ,      ,2,  2.371400,      ,      ,0, 0,2M,Simbad,16 15 59.40,+38 52 10.2
192-0000816,X,  -86.60,   21.54,  9.417,  8.802,  8.573, 13.327,1,          ,      ,      ,2,  0.306940,      ,      ,0, 0,2M,Simbad,15 56 58.24,+37 38 13.8
192-0001127, ,   12.74,  -38.27, 10.001,  9.422,  9.270, 12.614,0,          ,      ,      ,2, 12.091097,      ,      ,0, 1,2M,Simbad,15 49 41.65,+37 31 06.2
192-0001168, ,  -84.65,   31.64,  9.955,  9.349,  9.153, 13.716,1,          ,      ,      ,2,  2.442046,      ,      ,0, 1,2M,Simbad,16 02 17.49,+40 29 48.0
192-0001305, ,  -42.53,  -18.04, 10.144,  9.515,  9.365, 12.565,1,          ,      ,      ,2, 10.944589,      ,      ,0, 0,2M,Simbad,16 12 22.73,+36 29 57.1
192-0001344,x,  -71.35,   26.60, 10.188,  9.577,  9.419, 10.570,1,          ,      ,      ,2,  0.188255,      ,      ,0, 2,2M,Simbad,15 50 32.76,+37 49 39.7
192-0001487, , -126.53, -251.22, 10.265,  9.618,  9.443, 13.788,0,          ,      ,      ,2, 51.494935,      ,      ,1, 0,2M,Simbad,15 50 20.99,+38 45 28.7
192-0001508, ,  -21.51,   76.36, 10.212,  9.584,  9.344, 13.881,1,          ,      ,      ,2, 43.004469,      ,      ,1, 1,2M,Simbad,16 15 45.33,+37 51 34.5
192-0001632, ,   57.61, -110.56, 10.341,  9.722,  9.492, 13.835,1,          ,      ,      ,2, 37.113859,      ,      ,1, 2,2M,Simbad,16 10 36.72,+40 54 52.1
192-0001950, ,  -56.77,   37.15, 10.596,  9.946,  9.742, 13.518,1,          ,      ,      ,2, 36.436907,      ,      ,1, 1,2M,Simbad,15 47 15.82,+36 04 14.2
192-0001977,X,   28.98,  -91.70, 10.740, 10.114,  9.977, 12.983,2,          ,      ,      ,2,  2.110930,      ,      ,0, 0,2M,Simbad,15 51 21.91,+35 40 24.5
192-0002130, ,  -23.68,  -55.45, 10.829, 10.191, 10.050, 13.316,1,          ,      ,      ,2, 35.233585,      ,      ,1, 0,2M,Simbad,15 58 33.87,+36 23 41.6
192-0002464, ,  -22.82,   22.99, 11.029, 10.377, 10.244, 13.777,1,          ,      ,      ,2, 27.286959,      ,      ,1, 1,2M,Simbad,16 05 25.21,+38 40 35.3
192-0002993, ,  -29.86,    6.54, 11.218, 10.530, 10.381, 14.112,1,          ,      ,      ,2,  2.447999,      ,      ,0, 0,2M,Simbad,15 53 12.85,+39 54 26.7
192-0003449, ,    6.32,  -73.74, 11.480, 10.877, 10.712, 13.477,1,          ,      ,      ,2,  0.444618,      ,      ,0, 1,2M,Simbad,15 48 48.26,+36 21 18.8
192-0004055,x,   14.31,  -45.70, 11.662, 11.017, 10.847, 14.435,1,          ,      ,      ,2, 76.945743,      ,      ,1, 1,2M,Simbad,15 50 19.67,+38 21 09.0
192-0004292, ,  -23.86,   34.97, 11.733, 11.114, 10.925, 14.908,1,          ,      ,      ,2, 82.506505,      ,      ,1, 0,2M,Simbad,16 14 22.90,+41 10 44.2
192-0004547,x,  -21.55,   22.83, 11.874, 11.263, 11.108, 13.934,1,          ,      ,      ,2,  0.602888,      ,      ,0, 1,2M,Simbad,16 12 12.98,+34 14 16.4
192-0004971, ,    4.15,  -83.45, 11.985, 11.351, 11.203, 14.307,2,          ,      ,      ,2,  0.444535,      ,      ,0, 1,2M,Simbad,15 48 48.83,+36 21 11.1
192-0006357, ,   43.63,  -67.49, 12.349, 11.708, 11.575, 14.950,1,          ,      ,      ,2,  8.597319,      ,      ,0, 3,2M,Simbad,15 52 23.48,+35 39 04.2
193-0000325, , -120.40,  168.77,  8.069,  7.416,  7.204, 11.578,0,          ,      ,      ,2, 15.960382,      ,      ,0, 0,2M,Simbad,16 40 48.92,+36 18 59.6
193-0000342, ,   18.30,  102.91,  8.311,  7.703,  7.567, 10.750,0,          ,      ,      ,2, 14.240929,      ,      ,0, 1,2M,Simbad,16 32 18.97,+39 44 17.8
193-0000445, ,  -19.68, -107.93,  8.537,  7.908,  7.742, 11.668,1,          ,      ,      ,2, 34.088060,      ,      ,1, 0,2M,Simbad,16 29 47.40,+39 41 05.4
193-0001029, , -262.31,  284.92,  9.535,  8.916,  8.693, 13.107,0,          ,      ,      ,2, 35.784371,      ,      ,1, 0,2M,Simbad,16 25 29.98,+39 54 28.1
193-0001106,X,   71.36,   12.52,  9.598,  9.022,  8.743, 13.519,1,          ,      ,      ,2,  0.677391,      ,      ,0, 0,2M,Simbad,16 27 37.56,+35 41 42.9
193-0001110, , -149.10,  312.18,  9.461,  8.869,  8.506, 14.632,1,  0.512234,      ,      ,0,  0.512088,      ,      ,0, 0,2M,Simbad,16 31 18.79,+40 51 51.6
193-0001282, ,  -70.07,  140.41,  9.909,  9.280,  9.129, 12.250,1,          ,      ,      ,2,  0.155502,      ,      ,0, 0,2M,Simbad,16 47 21.80,+40 17 03.7
193-0001352, ,   29.71,  -99.13, 10.000,  9.361,  9.231, 12.460,1,          ,      ,      ,2,  8.575494,      ,      ,0, 0,2M,Simbad,16 47 28.34,+36 40 43.0
193-0001452, , -192.77, -120.32,  9.888,  9.214,  8.973, 14.026,0,          ,      ,      ,2, 59.256478,      ,      ,1, 1,2M,Simbad,16 35 14.01,+35 47 20.8
193-0001496, ,  321.24,  -96.10, 10.040,  9.442,  9.223, 12.507,1,          ,      ,      ,2, 35.642478,      ,      ,1, 4,2M,Simbad,16 31 30.88,+34 20 50.6
193-0001509, ,  -38.27,   17.06, 10.057,  9.405,  9.229, 13.041,0,          ,      ,      ,2, 14.389108,      ,      ,1, 1,2M,Simbad,16 45 24.16,+35 20 19.0
193-0001535, ,   -8.02,   49.72, 10.161,  9.535,  9.390, 12.756,1,          ,      ,      ,2,  6.479828,      ,      ,0, 0,2M,Simbad,16 43 08.39,+34 50 31.0
193-0001711, ,  -39.95,  -12.84, 10.223,  9.618,  9.411, 13.172,1,          ,      ,      ,2, 27.683936,      ,      ,1, 0,2M,Simbad,16 22 39.45,+33 51 00.5
193-0001751, , -174.58,  228.22, 10.270,  9.616,  9.454, 13.071,1,          ,      ,      ,2, 21.649637,      ,      ,0, 0,2M,Simbad,16 29 19.72,+39 13 22.8
193-0001780, ,  -53.07,   15.36, 10.331,  9.678,  9.546, 12.585,1,          ,      ,      ,2,  9.886540,      ,      ,0, 0,2M,Simbad,16 33 38.31,+36 55 23.2
193-0001878, , -104.39,  -39.53, 10.398,  9.757,  9.608, 13.277,1,          ,      ,      ,2, 14.718975,      ,      ,0, 0,2M,Simbad,16 46 58.42,+36 05 19.5
